sp_I_05,fA_I_05,fB_I_05,qs_I_05,time_05
0.98132885,1.04364,1.0336831,1.038592,2014-09-24 17:53:47.483
0.979523,1.0416952,1.03207,1.0373902,2014-09-24 17:53:48.483
0.98167497,1.0434775,1.0336521,1.0382357,2014-09-24 17:53:49.483
0.98209995,1.0439973,1.0344521,1.03826,2014-09-24 17:53:50.483
0.9820359,1.0443524,1.0344182,1.0390675,2014-09-24 17:53:51.483
0.97996044,1.0434232,1.0332407,1.0377604,2014-09-24 17:53:52.483
0.98019516,1.0430539,1.0332855,1.0378008,2014-09-24 17:53:53.483
0.981592,1.0443306,1.0344077,1.0384947,2014-09-24 17:53:54.483
0.9813241,1.0431328,1.0336227,1.0371586,2014-09-24 17:53:55.483
0.97905916,1.0417168,1.0327018,1.0375826,2014-09-24 17:53:56.483
0.98187554,1.0453961,1.0359428,1.0404178,2014-09-24 17:53:57.483
0.98437405,1.0457413,1.0357132,1.039852,2014-09-24 17:53:58.483
0.98378146,1.0462579,1.0361422,1.0400237,2014-09-24 17:53:59.483
0.9816376,1.042882,1.0325024,1.0373384,2014-09-24 17:54:00.483
0.9815867,1.0439157,1.0339632,1.038913,2014-09-24 17:54:01.483
0.9835729,1.0452178,1.0348123,1.0387249,2014-09-24 17:54:02.483
0.98097795,1.0449638,1.0344034,1.0391399,2014-09-24 17:54:03.483
0.9822578,1.0462391,1.0359131,1.0409926,2014-09-24 17:54:04.483
0.982309,1.0448248,1.0343807,1.0386504,2014-09-24 17:54:05.483
0.9822512,1.0453107,1.0345461,1.039374,2014-09-24 17:54:06.483
0.9823104,1.0447011,1.0340488,1.0374517,2014-09-24 17:54:07.483
0.98348665,1.0449293,1.034858,1.0396236,2014-09-24 17:54:08.483
0.98188543,1.0447139,1.0345929,1.0388037,2014-09-24 17:54:09.483
0.9834079,1.0452249,1.035084,1.0394545,2014-09-24 17:54:10.483
0.98368704,1.0454412,1.0355026,1.039054,2014-09-24 17:54:11.483
0.98485714,1.0463834,1.0362966,1.0403776,2014-09-24 17:54:12.483
0.98135686,1.0438253,1.0340775,1.0390209,2014-09-24 17:54:13.483
0.98233485,1.0450352,1.0349516,1.0396708,2014-09-24 17:54:14.483
0.9825165,1.043735,1.0335615,1.03794,2014-09-24 17:54:15.483
0.9832631,1.045502,1.0354626,1.039608,2014-09-24 17:54:16.483
0.9830792,1.0452291,1.0352081,1.0394704,2014-09-24 17:54:17.483
0.9829145,1.0449915,1.0353012,1.0393944,2014-09-24 17:54:18.483
0.98310035,1.0462182,1.0355923,1.0392779,2014-09-24 17:54:19.483
0.9833624,1.0448787,1.0351287,1.03885,2014-09-24 17:54:20.483
0.9848354,1.0471458,1.0364369,1.0400239,2014-09-24 17:54:21.483
0.98255616,1.0448618,1.0345175,1.0394245,2014-09-24 17:54:22.483
0.9822535,1.0453043,1.0345801,1.0389007,2014-09-24 17:54:23.483
0.9826255,1.0449685,1.0351285,1.0388312,2014-09-24 17:54:24.483
0.98296756,1.0442727,1.0352968,1.0389351,2014-09-24 17:54:25.483
0.981073,1.0437124,1.0333477,1.0380071,2014-09-24 17:54:26.483
0.9839646,1.0448236,1.034075,1.0380849,2014-09-24 17:54:27.483
0.9817125,1.0455029,1.0343697,1.0394782,2014-09-24 17:54:28.483
0.9834974,1.0458713,1.0356303,1.0394312,2014-09-24 17:54:29.483
0.98132205,1.0438144,1.0331583,1.0376865,2014-09-24 17:54:30.483
0.9807571,1.0436516,1.0339619,1.0388587,2014-09-24 17:54:31.483
0.982474,1.0442431,1.0341834,1.038226,2014-09-24 17:54:32.483
0.98312324,1.0452852,1.0349985,1.0393915,2014-09-24 17:54:33.483
0.98040843,1.0441499,1.0337255,1.037288,2014-09-24 17:54:34.483
0.97991264,1.042206,1.0319364,1.0366387,2014-09-24 17:54:35.483
0.9822759,1.0442747,1.0331697,1.0369402,2014-09-24 17:54:36.483
0.9802684,1.043677,1.0342551,1.0388352,2014-09-24 17:54:37.483
0.98022383,1.043142,1.0331672,1.0384037,2014-09-24 17:54:38.483
0.98178655,1.0442398,1.0336767,1.0375819,2014-09-24 17:54:39.483
0.9827455,1.0443196,1.0341374,1.0380396,2014-09-24 17:54:40.483
0.98275995,1.0441179,1.0335227,1.0375965,2014-09-24 17:54:41.483
0.98145646,1.0427969,1.032957,1.0373379,2014-09-24 17:54:42.483
0.98059785,1.0431786,1.0330073,1.037429,2014-09-24 17:54:43.483
0.9810794,1.0432699,1.0344971,1.0392225,2014-09-24 17:54:44.483
0.9801588,1.0421149,1.03282,1.037426,2014-09-24 17:54:45.483
0.9817548,1.0433111,1.0329112,1.037247,2014-09-24 17:54:46.483
0.98182267,1.0434784,1.0333182,1.0376871,2014-09-24 17:54:47.483
0.97947794,1.0421817,1.0322323,1.0368319,2014-09-24 17:54:48.483
0.9776186,1.0402919,1.0310934,1.0356692,2014-09-24 17:54:49.483
0.9811279,1.0434532,1.0333763,1.0380653,2014-09-24 17:54:50.483
0.9810743,1.0441252,1.0337274,1.038788,2014-09-24 17:54:51.483
0.97955585,1.0413673,1.0324653,1.0373896,2014-09-24 17:54:52.483
0.9789143,1.0410929,1.0311546,1.0358965,2014-09-24 17:54:53.483
0.9790337,1.0416629,1.0318149,1.0364369,2014-09-24 17:54:54.483
0.9799998,1.0423421,1.0323764,1.0369885,2014-09-24 17:54:55.483
0.97778296,1.0401613,1.03021,1.0352639,2014-09-24 17:54:56.483
0.97928894,1.0398552,1.0297667,1.0351086,2014-09-24 17:54:57.483
0.9789041,1.0399923,1.0305291,1.0355341,2014-09-24 17:54:58.483
0.9795675,1.0411294,1.0316173,1.0359508,2014-09-24 17:54:59.483
0.98064786,1.0431246,1.0330527,1.0377005,2014-09-24 17:55:00.483
0.97859573,1.0410595,1.0311118,1.036229,2014-09-24 17:55:01.483
0.9781276,1.0413272,1.0310365,1.0359702,2014-09-24 17:55:02.483
0.97745514,1.040652,1.028714,1.0347255,2014-09-24 17:55:03.483
0.9792544,1.0417206,1.03079,1.0357984,2014-09-24 17:55:04.483
0.9806638,1.042845,1.0322113,1.0375339,2014-09-24 17:55:05.483
0.9802742,1.042028,1.0312622,1.0361575,2014-09-24 17:55:06.483
0.9802394,1.0432198,1.0326837,1.0379661,2014-09-24 17:55:07.483
0.98276424,1.0427158,1.031453,1.0367761,2014-09-24 17:55:08.483
0.9811435,1.0440483,1.0329276,1.0376174,2014-09-24 17:55:09.483
0.9787124,1.0419782,1.0311128,1.035838,2014-09-24 17:55:10.483
0.9793468,1.0421954,1.0320657,1.0368404,2014-09-24 17:55:11.483
0.97914,1.041824,1.0322897,1.0376389,2014-09-24 17:55:12.483
0.9759899,1.0376847,1.0285531,1.0333893,2014-09-24 17:55:13.483
0.97966343,1.041953,1.0313551,1.0361134,2014-09-24 17:55:14.483
0.9793754,1.04262,1.0328767,1.038088,2014-09-24 17:55:15.483
0.97779226,1.0406128,1.0300751,1.0354673,2014-09-24 17:55:16.483
0.9790443,1.0424525,1.0318836,1.0372592,2014-09-24 17:55:17.483
0.9798159,1.041927,1.0318658,1.0383725,2014-09-24 17:55:18.483
0.97896755,1.0412433,1.0311024,1.0367842,2014-09-24 17:55:19.483
0.9810933,1.0425212,1.0317458,1.037113,2014-09-24 17:55:20.483
0.980516,1.0435574,1.0323143,1.0378568,2014-09-24 17:55:21.483
0.9792498,1.0426177,1.0320408,1.0374976,2014-09-24 17:55:22.483
0.98157674,1.0453439,1.034414,1.0391257,2014-09-24 17:55:23.483
0.98049444,1.0424019,1.0319011,1.0371172,2014-09-24 17:55:24.483
0.9794161,1.0421064,1.0320228,1.03745,2014-09-24 17:55:25.483
0.9796507,1.041997,1.0314147,1.0364429,2014-09-24 17:55:26.483
0.9789156,1.0420015,1.0323458,1.0378909,2014-09-24 17:55:27.483
0.9802663,1.0429178,1.0331689,1.0377063,2014-09-24 17:55:28.483
0.9784145,1.0424068,1.0322169,1.0375028,2014-09-24 17:55:29.483
0.97936255,1.0417454,1.0311555,1.0363531,2014-09-24 17:55:30.483
0.977832,1.0428677,1.0315778,1.037541,2014-09-24 17:55:31.483
0.9797855,1.0431945,1.032159,1.0378089,2014-09-24 17:55:32.483
0.9794714,1.0426753,1.0322015,1.0371944,2014-09-24 17:55:33.483
0.9793302,1.042644,1.031788,1.0373366,2014-09-24 17:55:34.483
0.9777959,1.0413847,1.0307518,1.0366374,2014-09-24 17:55:35.483
0.9794218,1.043087,1.0322844,1.0381438,2014-09-24 17:55:36.483
0.9793132,1.0432643,1.0315189,1.0370854,2014-09-24 17:55:37.483
0.98083097,1.0439649,1.0323919,1.0370874,2014-09-24 17:55:38.483
0.97768676,1.0412403,1.0311432,1.0360062,2014-09-24 17:55:39.483
0.9810988,1.0441711,1.0336328,1.0385176,2014-09-24 17:55:40.483
0.98073703,1.0442495,1.0334419,1.0381958,2014-09-24 17:55:41.483
0.98128736,1.0435271,1.0330507,1.0369797,2014-09-24 17:55:42.483
0.9809848,1.0434945,1.0332156,1.0381156,2014-09-24 17:55:43.483
0.9809188,1.0432041,1.0331973,1.0389137,2014-09-24 17:55:44.483
0.9797061,1.0427802,1.0323335,1.0381664,2014-09-24 17:55:45.483
0.98036,1.0438318,1.03396,1.0373607,2014-09-24 17:55:46.483
0.9814503,1.044455,1.0341296,1.0391737,2014-09-24 17:55:47.483
0.98194677,1.0452263,1.0346301,1.0398166,2014-09-24 17:55:48.483
0.9814425,1.0452018,1.0346568,1.0394973,2014-09-24 17:55:49.483
0.97988707,1.0449126,1.0347632,1.0396782,2014-09-24 17:55:50.483
0.98125684,1.044761,1.0340614,1.0391738,2014-09-24 17:55:51.483
0.9820613,1.0456494,1.035017,1.0396212,2014-09-24 17:55:52.483
0.98096997,1.0451872,1.033314,1.0381129,2014-09-24 17:55:53.483
0.98012805,1.0441544,1.032676,1.0375566,2014-09-24 17:55:54.483
0.97958314,1.0438387,1.0322715,1.0382882,2014-09-24 17:55:55.483
0.97953093,1.0445273,1.0332935,1.0387759,2014-09-24 17:55:56.483
0.9813269,1.0448871,1.0334748,1.0378549,2014-09-24 17:55:57.483
0.97821903,1.0429733,1.0316055,1.0368484,2014-09-24 17:55:58.483
0.9771281,1.0424643,1.0306495,1.036247,2014-09-24 17:55:59.483
0.9791296,1.0427483,1.0316092,1.0372308,2014-09-24 17:56:00.483
0.9782462,1.0432098,1.0319488,1.0367968,2014-09-24 17:56:01.483
0.9777545,1.0419079,1.0292494,1.035446,2014-09-24 17:56:02.483
0.97908205,1.0424672,1.0311639,1.0372887,2014-09-24 17:56:03.483
0.9797187,1.0447717,1.0324857,1.0381936,2014-09-24 17:56:04.483
0.9785395,1.0423758,1.0311548,1.036655,2014-09-24 17:56:05.483
0.9775612,1.0430827,1.03089,1.0361247,2014-09-24 17:56:06.483
0.97850704,1.0423855,1.0302225,1.0362713,2014-09-24 17:56:07.483
0.9790374,1.0433909,1.0310096,1.0378724,2014-09-24 17:56:08.483
0.97885686,1.0430464,1.0311394,1.0369846,2014-09-24 17:56:09.483
0.97846395,1.0420685,1.0293944,1.0358571,2014-09-24 17:56:10.483
0.9776459,1.0416898,1.0297302,1.036069,2014-09-24 17:56:11.483
0.9797986,1.043742,1.0321318,1.0373982,2014-09-24 17:56:12.483
0.9793442,1.0425853,1.031356,1.0368015,2014-09-24 17:56:13.483
0.97861886,1.0430961,1.0305879,1.0363529,2014-09-24 17:56:14.483
0.9773403,1.0417173,1.0304533,1.0360305,2014-09-24 17:56:15.483
0.98079664,1.044347,1.0325466,1.0375453,2014-09-24 17:56:16.483
0.97892857,1.0423886,1.0314729,1.036865,2014-09-24 17:56:17.483
0.9812009,1.04373,1.0331047,1.037678,2014-09-24 17:56:18.483
0.97904927,1.0432404,1.0321175,1.0373448,2014-09-24 17:56:19.483
0.9789203,1.0434197,1.0323836,1.037473,2014-09-24 17:56:20.483
0.9791535,1.0442979,1.0327361,1.0383034,2014-09-24 17:56:21.483
0.97841406,1.0424623,1.0311193,1.0371842,2014-09-24 17:56:22.483
0.97865623,1.0427558,1.03099,1.0361401,2014-09-24 17:56:23.483
0.97996795,1.0449235,1.033591,1.038922,2014-09-24 17:56:24.483
0.97953486,1.0430954,1.0323702,1.037483,2014-09-24 17:56:25.483
0.97823375,1.0420167,1.0300978,1.035396,2014-09-24 17:56:26.483
0.9772744,1.0410777,1.030178,1.0353264,2014-09-24 17:56:27.483
0.97953695,1.0423713,1.0311733,1.0372276,2014-09-24 17:56:28.483
0.9782693,1.0420067,1.0307354,1.0361603,2014-09-24 17:56:29.483
0.9782915,1.0424076,1.0309936,1.0360694,2014-09-24 17:56:30.483
0.97676086,1.0408261,1.030061,1.0352921,2014-09-24 17:56:31.483
0.97658104,1.0417632,1.0304614,1.0369042,2014-09-24 17:56:32.483
0.97846603,1.0429373,1.0318962,1.036651,2014-09-24 17:56:33.483
0.9774196,1.041664,1.0305316,1.0359285,2014-09-24 17:56:34.483
0.97967345,1.0425409,1.0313052,1.0354962,2014-09-24 17:56:35.483
0.9755639,1.0405113,1.0288237,1.0351186,2014-09-24 17:56:36.483
0.97928727,1.0426886,1.0314931,1.0376178,2014-09-24 17:56:37.483
0.97776556,1.041376,1.0304474,1.0358227,2014-09-24 17:56:38.483
0.9780118,1.0417871,1.0306221,1.0359668,2014-09-24 17:56:39.483
0.97879106,1.0412058,1.0307621,1.0359424,2014-09-24 17:56:40.483
0.9789411,1.0423454,1.0319242,1.037274,2014-09-24 17:56:41.483
0.9777927,1.0413605,1.030069,1.0349021,2014-09-24 17:56:42.483
0.9795334,1.0422703,1.0320605,1.0378201,2014-09-24 17:56:43.483
0.9790846,1.041899,1.0312024,1.0365381,2014-09-24 17:56:44.483
0.97926044,1.0417724,1.0317802,1.036721,2014-09-24 17:56:45.483
0.9787145,1.0412452,1.0307562,1.0368665,2014-09-24 17:56:46.483
0.9806038,1.0430491,1.0317093,1.0371162,2014-09-24 17:56:47.483
0.9784948,1.0410042,1.030665,1.0356803,2014-09-24 17:56:48.483
0.9790291,1.042414,1.0304167,1.0358407,2014-09-24 17:56:49.483
0.9785777,1.0427638,1.0319358,1.0365106,2014-09-24 17:56:50.483
0.9782761,1.0411181,1.0312356,1.0360298,2014-09-24 17:56:51.483
0.979602,1.0423253,1.031676,1.0362626,2014-09-24 17:56:52.483
0.9782273,1.0420666,1.031641,1.0371062,2014-09-24 17:56:53.483
0.9773174,1.0419259,1.0303819,1.0361359,2014-09-24 17:56:54.483
0.97840226,1.0421345,1.0312419,1.0368279,2014-09-24 17:56:55.483
0.9777618,1.0424457,1.0315032,1.0373615,2014-09-24 17:56:56.483
0.97909784,1.0429302,1.0321964,1.0365499,2014-09-24 17:56:57.483
0.9792668,1.0437117,1.0324036,1.0376025,2014-09-24 17:56:58.483
0.97881615,1.0425969,1.0315758,1.0368348,2014-09-24 17:56:59.483
0.97758514,1.0430195,1.030717,1.0365328,2014-09-24 17:57:00.483
0.976728,1.0412121,1.0301174,1.0357937,2014-09-24 17:57:01.483
0.97879255,1.0427175,1.0323639,1.0383661,2014-09-24 17:57:02.483
0.98000276,1.0430596,1.0323017,1.0368879,2014-09-24 17:57:03.483
0.97775066,1.0406092,1.0298189,1.0357273,2014-09-24 17:57:04.483
0.97871804,1.0433211,1.0316116,1.0374433,2014-09-24 17:57:05.483
0.978425,1.0427903,1.0315298,1.037075,2014-09-24 17:57:06.483
0.9792655,1.0421066,1.0314575,1.0381191,2014-09-24 17:57:07.483
0.97994894,1.0443363,1.0326902,1.0385816,2014-09-24 17:57:08.483
0.98053026,1.044005,1.0329338,1.0380408,2014-09-24 17:57:09.483
0.9805928,1.0437068,1.0326223,1.0365108,2014-09-24 17:57:10.483
0.98196125,1.0425739,1.032521,1.0381074,2014-09-24 17:57:11.483
0.97984636,1.0434848,1.0333744,1.0387539,2014-09-24 17:57:12.483
0.980409,1.0435549,1.0334522,1.038596,2014-09-24 17:57:13.483
0.97993416,1.0435152,1.0320922,1.0373616,2014-09-24 17:57:14.483
0.9791119,1.0417836,1.0328112,1.0373013,2014-09-24 17:57:15.483
0.98021775,1.0428838,1.0328051,1.0370301,2014-09-24 17:57:16.483
0.98134273,1.0437739,1.0330124,1.0374115,2014-09-24 17:57:17.483
0.97990984,1.04285,1.031595,1.0370297,2014-09-24 17:57:18.483
0.9803198,1.0441036,1.0332056,1.0385989,2014-09-24 17:57:19.483
0.9812096,1.0445166,1.0332564,1.038465,2014-09-24 17:57:20.483
0.98080945,1.0429611,1.033378,1.037964,2014-09-24 17:57:21.483
0.9826861,1.0449483,1.0345846,1.0397373,2014-09-24 17:57:22.483
0.98058337,1.0437814,1.0338695,1.0385455,2014-09-24 17:57:23.483
0.98298347,1.0447824,1.0347528,1.039131,2014-09-24 17:57:24.483
0.98005575,1.042753,1.0335867,1.0372634,2014-09-24 17:57:25.483
0.9804128,1.0436497,1.0342526,1.0386444,2014-09-24 17:57:26.483
0.98179984,1.0448208,1.0344429,1.0386815,2014-09-24 17:57:27.483
0.9817814,1.0421101,1.0328915,1.0372452,2014-09-24 17:57:28.483
0.9811761,1.0436552,1.0340253,1.037944,2014-09-24 17:57:29.483
0.9808059,1.0434914,1.033898,1.0377606,2014-09-24 17:57:30.483
0.9800089,1.0428805,1.0334603,1.0378623,2014-09-24 17:57:31.483
0.982207,1.0454142,1.035403,1.0394013,2014-09-24 17:57:32.483
0.9797951,1.0425737,1.0335454,1.037829,2014-09-24 17:57:33.483
0.98078305,1.0442485,1.0340499,1.0389801,2014-09-24 17:57:34.483
0.98213017,1.044586,1.0350207,1.0392905,2014-09-24 17:57:35.483
0.9814455,1.0418148,1.0336179,1.0377978,2014-09-24 17:57:36.483
0.9803724,1.0436678,1.0333354,1.0382116,2014-09-24 17:57:37.483
0.98084563,1.0442879,1.0342091,1.0386266,2014-09-24 17:57:38.483
0.981946,1.0442209,1.0342832,1.0381672,2014-09-24 17:57:39.483
0.98151964,1.043877,1.0345001,1.0384866,2014-09-24 17:57:40.483
0.9796498,1.0434704,1.0334324,1.0375463,2014-09-24 17:57:41.483
0.98032296,1.0430324,1.0342306,1.0378914,2014-09-24 17:57:42.483
0.98007655,1.0430672,1.0345466,1.0390499,2014-09-24 17:57:43.483
0.98148835,1.0442785,1.0354966,1.0394691,2014-09-24 17:57:44.483
0.98000354,1.0429862,1.034257,1.0378941,2014-09-24 17:57:45.483
0.97892207,1.0416353,1.0333707,1.0379293,2014-09-24 17:57:46.483
0.9810809,1.0437237,1.0355216,1.0394531,2014-09-24 17:57:47.483
0.9821943,1.0453131,1.035436,1.039602,2014-09-24 17:57:48.483
0.97913057,1.0419501,1.0329458,1.0364763,2014-09-24 17:57:49.483
0.9813692,1.043261,1.0349925,1.038464,2014-09-24 17:57:50.483
0.9791037,1.0424972,1.0337893,1.0374038,2014-09-24 17:57:51.483
0.9813421,1.0430248,1.0344896,1.0373535,2014-09-24 17:57:52.483
0.9803761,1.0427058,1.0332993,1.0373279,2014-09-24 17:57:53.483
0.9796269,1.0419905,1.0336349,1.0368018,2014-09-24 17:57:54.483
0.9805659,1.0422529,1.0334342,1.0377623,2014-09-24 17:57:55.483
0.97984296,1.0441825,1.035609,1.0390699,2014-09-24 17:57:56.483
0.97920245,1.0414692,1.0322181,1.0363005,2014-09-24 17:57:57.483
0.98494625,1.0446259,1.0358399,1.0395851,2014-09-24 17:57:58.483
0.9807958,1.0433764,1.0347918,1.0380633,2014-09-24 17:57:59.483
0.98213094,1.0452888,1.0357791,1.0397269,2014-09-24 17:58:00.483
0.9808751,1.0435774,1.0352622,1.0389692,2014-09-24 17:58:01.483
0.97918624,1.0422947,1.03322,1.037244,2014-09-24 17:58:02.483
0.9832725,1.0444858,1.035568,1.0398096,2014-09-24 17:58:03.483
0.9798978,1.0419449,1.0331181,1.0378548,2014-09-24 17:58:04.483
0.9827374,1.043973,1.0346302,1.0391023,2014-09-24 17:58:05.483
0.9827469,1.0440497,1.0353076,1.0393542,2014-09-24 17:58:06.483
0.9821281,1.04466,1.0345575,1.0387561,2014-09-24 17:58:07.483
0.9813134,1.0439363,1.0344391,1.0393524,2014-09-24 17:58:08.483
0.9806626,1.0440028,1.0346963,1.039482,2014-09-24 17:58:09.483
0.9806561,1.0429153,1.0347842,1.0381249,2014-09-24 17:58:10.483
0.98094237,1.0419561,1.0332737,1.0377123,2014-09-24 17:58:11.483
0.9816872,1.0442133,1.0356566,1.0398735,2014-09-24 17:58:12.483
0.98317826,1.0453193,1.0379503,1.0409472,2014-09-24 17:58:13.483
0.9815058,1.0438368,1.0362912,1.0392083,2014-09-24 17:58:14.483
0.98096865,1.0428764,1.0349904,1.0383614,2014-09-24 17:58:15.483
0.98032844,1.0429112,1.0349659,1.0384653,2014-09-24 17:58:16.483
0.98111326,1.042652,1.0346264,1.038782,2014-09-24 17:58:17.483
0.9800668,1.0429473,1.0346756,1.0382879,2014-09-24 17:58:18.483
0.98211974,1.0435038,1.0344148,1.037928,2014-09-24 17:58:19.483
0.9811118,1.0432026,1.0343323,1.0384927,2014-09-24 17:58:20.483
0.980636,1.0428784,1.0347506,1.0387849,2014-09-24 17:58:21.483
0.9830546,1.0447135,1.0361971,1.0387454,2014-09-24 17:58:22.483
0.98134285,1.0446651,1.0363661,1.0396,2014-09-24 17:58:23.483
0.980612,1.0425037,1.0348526,1.0383704,2014-09-24 17:58:24.483
0.9823265,1.0437682,1.0356301,1.0394872,2014-09-24 17:58:25.483
0.98161393,1.0443431,1.0362495,1.0396789,2014-09-24 17:58:26.483
0.9807906,1.0430318,1.0351598,1.0394671,2014-09-24 17:58:27.483
0.98134273,1.0430553,1.0352334,1.0381252,2014-09-24 17:58:28.483
0.98076916,1.0430676,1.0348378,1.038918,2014-09-24 17:58:29.483
0.98478824,1.045313,1.0362427,1.0381886,2014-09-24 17:58:30.483
0.98018265,1.0413684,1.0335613,1.0380185,2014-09-24 17:58:31.483
0.98015213,1.0414618,1.0334818,1.0370463,2014-09-24 17:58:32.483
0.9831274,1.044498,1.0354804,1.0376065,2014-09-24 17:58:33.483
0.98094577,1.0417168,1.0338992,1.0375514,2014-09-24 17:58:34.483
0.98226756,1.0434079,1.0363766,1.039186,2014-09-24 17:58:35.483
0.9810998,1.0422947,1.0337293,1.0390009,2014-09-24 17:58:36.483
0.97990674,1.0416932,1.0328115,1.0379137,2014-09-24 17:58:37.483
0.98104554,1.0420065,1.0338365,1.0382493,2014-09-24 17:58:38.483
0.9820963,1.0428908,1.0331372,1.0375404,2014-09-24 17:58:39.483
0.980392,1.0428729,1.0350704,1.0374767,2014-09-24 17:58:40.483
0.98077756,1.0424192,1.0343288,1.0384145,2014-09-24 17:58:41.483
0.9822894,1.0430733,1.0349654,1.0386662,2014-09-24 17:58:42.483
0.98140097,1.0417993,1.034416,1.0386618,2014-09-24 17:58:43.483
0.98049223,1.0404818,1.032257,1.036337,2014-09-24 17:58:44.483
0.9811831,1.0424135,1.0356054,1.0389782,2014-09-24 17:58:45.483
0.980494,1.0417653,1.0337673,1.0380772,2014-09-24 17:58:46.483
0.9814815,1.0435767,1.0345099,1.0388954,2014-09-24 17:58:47.483
0.9807157,1.0433195,1.0338897,1.0383179,2014-09-24 17:58:48.483
0.980251,1.0436555,1.0331362,1.0369706,2014-09-24 17:58:49.483
0.97912174,1.0403277,1.0330917,1.0373944,2014-09-24 17:58:50.483
0.9826815,1.043822,1.0359756,1.0390301,2014-09-24 17:58:51.483
0.9831255,1.0446237,1.0362691,1.0405957,2014-09-24 17:58:52.483
0.98327994,1.044351,1.036088,1.0396638,2014-09-24 17:58:53.483
0.98168546,1.0435284,1.035228,1.0387068,2014-09-24 17:58:54.483
0.9835934,1.0432744,1.0358411,1.039623,2014-09-24 17:58:55.483
0.9836474,1.044409,1.0367739,1.0402843,2014-09-24 17:58:56.483
0.98161376,1.0426444,1.0359741,1.0393115,2014-09-24 17:58:57.483
0.9817889,1.0418041,1.0355868,1.038608,2014-09-24 17:58:58.483
0.98228896,1.0425813,1.0352544,1.0382556,2014-09-24 17:58:59.483
0.9825036,1.0436819,1.036052,1.0389977,2014-09-24 17:59:00.483
0.98154145,1.0421331,1.0346485,1.0382887,2014-09-24 17:59:01.483
0.9831553,1.0434108,1.0362166,1.0401043,2014-09-24 17:59:02.483
0.9807842,1.0431412,1.0348752,1.0379976,2014-09-24 17:59:03.483
0.9827316,1.0440389,1.035997,1.0399232,2014-09-24 17:59:04.483
0.9822248,1.043258,1.035195,1.0387254,2014-09-24 17:59:05.483
0.98225296,1.0436019,1.0358803,1.0389577,2014-09-24 17:59:06.483
0.9825097,1.0438213,1.0363706,1.039832,2014-09-24 17:59:07.483
0.98292184,1.0445347,1.0360323,1.0392954,2014-09-24 17:59:08.483
0.9817037,1.0429893,1.0347468,1.0382361,2014-09-24 17:59:09.483
0.9816351,1.0433283,1.0349977,1.0391878,2014-09-24 17:59:10.483
0.9831635,1.0448974,1.0366173,1.0402982,2014-09-24 17:59:11.483
0.98393506,1.0436883,1.0361456,1.0397303,2014-09-24 17:59:12.483
0.98243386,1.0442133,1.0364107,1.0401782,2014-09-24 17:59:13.483
0.9819156,1.0427377,1.0352662,1.0389451,2014-09-24 17:59:14.483
0.98245364,1.0432673,1.0354578,1.0389768,2014-09-24 17:59:15.483
0.9820577,1.0436863,1.0364587,1.038178,2014-09-24 17:59:16.483
0.98257875,1.0450273,1.0367771,1.0402608,2014-09-24 17:59:17.483
0.98181456,1.0429672,1.0346462,1.0382946,2014-09-24 17:59:18.483
0.98205566,1.0435457,1.0356067,1.0394154,2014-09-24 17:59:19.483
0.9823326,1.0438237,1.0355003,1.0386729,2014-09-24 17:59:20.483
0.9814443,1.0423138,1.0347223,1.0381511,2014-09-24 17:59:21.483
0.98072857,1.0434978,1.0354965,1.0390137,2014-09-24 17:59:22.483
0.98121154,1.0441835,1.0359638,1.0397012,2014-09-24 17:59:23.483
0.98127466,1.0441424,1.0367763,1.0398227,2014-09-24 17:59:24.483
0.9808855,1.0436138,1.0353807,1.0391707,2014-09-24 17:59:25.483
0.98258567,1.0440922,1.0363638,1.0400572,2014-09-24 17:59:26.483
0.9825753,1.0439678,1.0361508,1.0393149,2014-09-24 17:59:27.483
0.9826652,1.0443268,1.035633,1.0388557,2014-09-24 17:59:28.483
0.98056746,1.0416626,1.0338426,1.0377991,2014-09-24 17:59:29.483
0.98111504,1.0434214,1.0355108,1.039607,2014-09-24 17:59:30.483
0.981576,1.0440121,1.0362742,1.0398548,2014-09-24 17:59:31.483
0.98317355,1.0450504,1.0367328,1.0400882,2014-09-24 17:59:32.483
0.98249483,1.0436305,1.0362226,1.039568,2014-09-24 17:59:33.483
0.98225653,1.0440457,1.0358393,1.0399325,2014-09-24 17:59:34.483
0.9804153,1.0430589,1.034763,1.0380669,2014-09-24 17:59:35.483
0.9817565,1.0432975,1.0352433,1.0383013,2014-09-24 17:59:36.483
0.9819911,1.0448759,1.036253,1.0397683,2014-09-24 17:59:37.483
0.9808373,1.0423491,1.0347725,1.0377952,2014-09-24 17:59:38.483
0.98159844,1.0441883,1.0349662,1.0387421,2014-09-24 17:59:39.483
0.98174816,1.043072,1.0347818,1.0383404,2014-09-24 17:59:40.483
0.9818009,1.0442448,1.03584,1.0395598,2014-09-24 17:59:41.483
0.9814415,1.0424196,1.0346591,1.0382845,2014-09-24 17:59:42.483
0.98323333,1.0451186,1.0367167,1.0400995,2014-09-24 17:59:43.483
0.9821484,1.044679,1.036679,1.0396694,2014-09-24 17:59:44.483
0.98126864,1.0429432,1.0342686,1.0377284,2014-09-24 17:59:45.483
0.9799812,1.0426285,1.0346947,1.0381768,2014-09-24 17:59:46.483
0.9835868,1.0451388,1.0366871,1.0402343,2014-09-24 17:59:47.483
0.98206615,1.0440574,1.0357181,1.0393497,2014-09-24 17:59:48.483
