sp_I_10,fA_I_10,fB_I_10,qs_I_10,time_10
1.00423,1.0870984,1.070879,1.0528629,2014-09-24 17:49:25.483
1.003003,1.0850443,1.0699017,1.0525447,2014-09-24 17:49:26.483
1.002669,1.0833375,1.0707351,1.0530533,2014-09-24 17:49:27.483
1.0031859,1.0840997,1.071081,1.0510421,2014-09-24 17:49:28.483
1.0031688,1.0867436,1.0738028,1.0516614,2014-09-24 17:49:29.483
1.0030335,1.0898054,1.076272,1.0518329,2014-09-24 17:49:30.483
1.0030653,1.0901217,1.0761591,1.0526097,2014-09-24 17:49:31.483
1.0045053,1.0900855,1.0750276,1.0542592,2014-09-24 17:49:32.483
1.0022839,1.0850718,1.0701932,1.0506213,2014-09-24 17:49:33.483
1.004115,1.0847061,1.0703743,1.052629,2014-09-24 17:49:34.483
1.0044432,1.0828187,1.0699774,1.0522329,2014-09-24 17:49:35.483
1.0029994,1.0812039,1.0686591,1.050382,2014-09-24 17:49:36.483
1.0035005,1.0840642,1.0713961,1.0529356,2014-09-24 17:49:37.483
1.002922,1.0841434,1.0702245,1.0511307,2014-09-24 17:49:38.483
1.0045141,1.0848007,1.0727992,1.0529554,2014-09-24 17:49:39.483
1.004212,1.0840765,1.0703362,1.0533321,2014-09-24 17:49:40.483
1.0034988,1.0819033,1.0699533,1.0527629,2014-09-24 17:49:41.483
1.004084,1.0816733,1.0687917,1.053297,2014-09-24 17:49:42.483
1.0047889,1.079985,1.0658772,1.051205,2014-09-24 17:49:43.483
1.003577,1.0781627,1.0658019,1.052733,2014-09-24 17:49:44.483
1.0036373,1.0782428,1.0664942,1.0532888,2014-09-24 17:49:45.483
1.0030605,1.0768038,1.0649415,1.0510608,2014-09-24 17:49:46.483
1.0033128,1.0766435,1.0664375,1.0520233,2014-09-24 17:49:47.483
1.0019102,1.0772419,1.0672147,1.0522664,2014-09-24 17:49:48.483
1.0036144,1.0795746,1.0690892,1.0524411,2014-09-24 17:49:49.483
1.0029993,1.0786602,1.0702705,1.0524892,2014-09-24 17:49:50.483
1.0042304,1.0807583,1.0723418,1.0533681,2014-09-24 17:49:51.483
1.0055887,1.0830147,1.0717381,1.0522482,2014-09-24 17:49:52.483
1.0055633,1.0835181,1.0760413,1.0545914,2014-09-24 17:49:53.483
1.0036304,1.0826514,1.0749468,1.052837,2014-09-24 17:49:54.483
1.0045002,1.08523,1.0748966,1.0543486,2014-09-24 17:49:55.483
1.0028665,1.0847197,1.0731789,1.0529599,2014-09-24 17:49:56.483
1.0031928,1.0854403,1.0754185,1.052511,2014-09-24 17:49:57.483
1.0043738,1.0863471,1.0747977,1.0529021,2014-09-24 17:49:58.483
1.0030891,1.0838163,1.0735661,1.0522387,2014-09-24 17:49:59.483
1.0037594,1.0833323,1.0720874,1.052146,2014-09-24 17:50:00.483
1.0037036,1.0828173,1.0722834,1.0526034,2014-09-24 17:50:01.483
1.0022182,1.0811337,1.0718218,1.0516961,2014-09-24 17:50:02.483
1.0032037,1.0806043,1.0710222,1.052625,2014-09-24 17:50:03.483
1.0012351,1.0781115,1.0707061,1.0519063,2014-09-24 17:50:04.483
1.0010525,1.0773492,1.0700614,1.0515859,2014-09-24 17:50:05.483
1.0024292,1.0776207,1.0698891,1.051344,2014-09-24 17:50:06.483
1.0029265,1.0781493,1.0701172,1.0515138,2014-09-24 17:50:07.483
1.0028373,1.0768452,1.069303,1.0519617,2014-09-24 17:50:08.483
1.0028497,1.0764952,1.0682551,1.0512549,2014-09-24 17:50:09.483
1.0043669,1.0772772,1.0692072,1.0527892,2014-09-24 17:50:10.483
1.0038179,1.0762336,1.0697763,1.0527028,2014-09-24 17:50:11.483
1.00424,1.0766698,1.0692577,1.0523638,2014-09-24 17:50:12.483
1.0058894,1.07639,1.0689107,1.0534662,2014-09-24 17:50:13.483
1.0033369,1.0746486,1.0695063,1.0533679,2014-09-24 17:50:14.483
1.0028944,1.0737779,1.0675229,1.0520008,2014-09-24 17:50:15.483
1.0029794,1.0747488,1.0694529,1.0534251,2014-09-24 17:50:16.483
1.0049386,1.0743539,1.0694573,1.053942,2014-09-24 17:50:17.483
1.0035222,1.0735731,1.0685244,1.052737,2014-09-24 17:50:18.483
1.0054399,1.0747788,1.0691115,1.0538669,2014-09-24 17:50:19.483
1.0039486,1.0726347,1.0683622,1.053432,2014-09-24 17:50:20.483
1.0041986,1.0731453,1.0688398,1.0536057,2014-09-24 17:50:21.483
1.0042241,1.0734949,1.0701438,1.0553535,2014-09-24 17:50:22.483
1.003676,1.0722116,1.0689147,1.0541592,2014-09-24 17:50:23.483
1.0069673,1.0750594,1.0701848,1.0562775,2014-09-24 17:50:24.483
1.0033566,1.0714537,1.0677121,1.0534012,2014-09-24 17:50:25.483
1.0036286,1.0714798,1.0683659,1.0539278,2014-09-24 17:50:26.483
1.0040661,1.0717556,1.0675586,1.0536662,2014-09-24 17:50:27.483
1.003805,1.0708125,1.0674247,1.0531027,2014-09-24 17:50:28.483
1.0029455,1.0707809,1.0669017,1.0524157,2014-09-24 17:50:29.483
1.0055965,1.0727828,1.0689411,1.0553018,2014-09-24 17:50:30.483
1.005376,1.0714171,1.0682255,1.0537788,2014-09-24 17:50:31.483
1.0061729,1.0719846,1.068093,1.0530772,2014-09-24 17:50:32.483
1.003869,1.0697203,1.0678214,1.0537052,2014-09-24 17:50:33.483
1.0048102,1.0703274,1.0683842,1.0544949,2014-09-24 17:50:34.483
1.0056006,1.0718006,1.0695423,1.0540222,2014-09-24 17:50:35.483
1.004604,1.0704293,1.06861,1.0544592,2014-09-24 17:50:36.483
1.0034598,1.0694304,1.0678179,1.0531578,2014-09-24 17:50:37.483
1.0031543,1.0690613,1.068123,1.0543624,2014-09-24 17:50:38.483
1.0056686,1.0695939,1.0686584,1.0543748,2014-09-24 17:50:39.483
1.0051992,1.0694462,1.0684956,1.053719,2014-09-24 17:50:40.483
1.0062909,1.0700397,1.0699562,1.0554917,2014-09-24 17:50:41.483
1.0062339,1.0694407,1.0698358,1.0548899,2014-09-24 17:50:42.483
1.0066236,1.070179,1.0708362,1.0550876,2014-09-24 17:50:43.483
1.0053546,1.0702186,1.071078,1.0549022,2014-09-24 17:50:44.483
1.0074396,1.0709614,1.0710433,1.0556793,2014-09-24 17:50:45.483
1.0065563,1.0699658,1.0711204,1.055702,2014-09-24 17:50:46.483
1.0052139,1.0692959,1.0705614,1.0543107,2014-09-24 17:50:47.483
1.0047296,1.0692195,1.0701462,1.0547231,2014-09-24 17:50:48.483
1.005746,1.0699939,1.0721613,1.0557812,2014-09-24 17:50:49.483
1.0065633,1.0705004,1.071749,1.0560331,2014-09-24 17:50:50.483
1.0053914,1.0693002,1.0709697,1.0545725,2014-09-24 17:50:51.483
1.0061449,1.0686322,1.0702832,1.0544126,2014-09-24 17:50:52.483
1.0050567,1.0683708,1.0697411,1.053602,2014-09-24 17:50:53.483
1.0042644,1.0671821,1.0682404,1.0526887,2014-09-24 17:50:54.483
1.0054249,1.0691572,1.0704532,1.0550206,2014-09-24 17:50:55.483
1.0076046,1.0709704,1.0719182,1.0554459,2014-09-24 17:50:56.483
1.0065569,1.0697825,1.070574,1.0546403,2014-09-24 17:50:57.483
1.0071559,1.0709107,1.0721194,1.0571243,2014-09-24 17:50:58.483
1.0085211,1.071506,1.0709618,1.0565059,2014-09-24 17:50:59.483
1.0042602,1.0675538,1.0685632,1.0543605,2014-09-24 17:51:00.483
1.0064589,1.0696392,1.0700759,1.0556182,2014-09-24 17:51:01.483
1.0075057,1.0702175,1.0715145,1.0573646,2014-09-24 17:51:02.483
1.0072862,1.0696638,1.0697664,1.054894,2014-09-24 17:51:03.483
1.0074769,1.0696543,1.070356,1.0560594,2014-09-24 17:51:04.483
1.0054454,1.0686797,1.0697222,1.0557477,2014-09-24 17:51:05.483
1.0070502,1.0694466,1.0701768,1.0558577,2014-09-24 17:51:06.483
1.0064106,1.0701418,1.070711,1.0565443,2014-09-24 17:51:07.483
1.0051026,1.0682373,1.0687505,1.055884,2014-09-24 17:51:08.483
1.0065534,1.069447,1.0702306,1.0566671,2014-09-24 17:51:09.483
1.004637,1.0665026,1.0669228,1.054371,2014-09-24 17:51:10.483
1.0067878,1.0693378,1.0700179,1.0563492,2014-09-24 17:51:11.483
1.0055404,1.0677903,1.0694045,1.0560036,2014-09-24 17:51:12.483
1.0064986,1.0673778,1.0675423,1.0551825,2014-09-24 17:51:13.483
1.0066179,1.0678685,1.068385,1.0550207,2014-09-24 17:51:14.483
1.0076991,1.0691282,1.0693014,1.0564806,2014-09-24 17:51:15.483
1.0080875,1.0695932,1.0697525,1.0575023,2014-09-24 17:51:16.483
1.0068136,1.0685507,1.068807,1.0566603,2014-09-24 17:51:17.483
1.0058527,1.0686483,1.0686642,1.0568137,2014-09-24 17:51:18.483
1.0065064,1.0679121,1.0676401,1.0553426,2014-09-24 17:51:19.483
1.0070167,1.0689245,1.06829,1.0570976,2014-09-24 17:51:20.483
1.0090199,1.0691833,1.0674773,1.0562565,2014-09-24 17:51:21.483
1.0063635,1.0668721,1.0665572,1.0559139,2014-09-24 17:51:22.483
1.0094103,1.0716597,1.0710818,1.0598557,2014-09-24 17:51:23.483
1.0070479,1.068722,1.0685068,1.0576093,2014-09-24 17:51:24.483
1.0083876,1.0698297,1.0682529,1.0576191,2014-09-24 17:51:25.483
1.0076276,1.0682539,1.0663922,1.0561247,2014-09-24 17:51:26.483
1.0076874,1.066654,1.0658787,1.0557853,2014-09-24 17:51:27.483
1.0084395,1.0681946,1.067083,1.0577904,2014-09-24 17:51:28.483
1.0072532,1.0674396,1.0670714,1.0566037,2014-09-24 17:51:29.483
1.0094888,1.0704907,1.0693538,1.0599147,2014-09-24 17:51:30.483
1.0096217,1.069414,1.068298,1.0580571,2014-09-24 17:51:31.483
1.0103351,1.0700433,1.0683705,1.0590142,2014-09-24 17:51:32.483
1.0070941,1.0675333,1.0660733,1.0566226,2014-09-24 17:51:33.483
1.0090452,1.0694801,1.0678359,1.0583116,2014-09-24 17:51:34.483
1.0085926,1.0692496,1.0684006,1.0590922,2014-09-24 17:51:35.483
1.0082277,1.0680684,1.0667032,1.0579304,2014-09-24 17:51:36.483
1.0095491,1.069368,1.0676168,1.0583922,2014-09-24 17:51:37.483
1.0071151,1.0664979,1.0656304,1.0566851,2014-09-24 17:51:38.483
1.0094862,1.0686882,1.0669954,1.0583279,2014-09-24 17:51:39.483
1.008953,1.0684444,1.0666214,1.0577812,2014-09-24 17:51:40.483
1.0090222,1.0684931,1.0666023,1.0583862,2014-09-24 17:51:41.483
1.0075186,1.066926,1.0656955,1.0566031,2014-09-24 17:51:42.483
1.0090562,1.0681658,1.0662602,1.0585439,2014-09-24 17:51:43.483
1.009338,1.0677435,1.0658981,1.0581892,2014-09-24 17:51:44.483
1.0095122,1.0691277,1.0669686,1.0593362,2014-09-24 17:51:45.483
1.0100288,1.0693088,1.0671589,1.0592977,2014-09-24 17:51:46.483
1.009193,1.0670223,1.0651022,1.0583788,2014-09-24 17:51:47.483
1.0084525,1.0667315,1.0653193,1.0582098,2014-09-24 17:51:48.483
1.008311,1.0660776,1.0640972,1.0570918,2014-09-24 17:51:49.483
1.0078386,1.0662699,1.0639812,1.0572646,2014-09-24 17:51:50.483
1.0081804,1.065656,1.0639676,1.0564392,2014-09-24 17:51:51.483
1.0094002,1.0677083,1.0657523,1.0584679,2014-09-24 17:51:52.483
1.0115964,1.0683658,1.0659292,1.0585093,2014-09-24 17:51:53.483
1.0103179,1.0689793,1.0673778,1.0600991,2014-09-24 17:51:54.483
1.0075952,1.0657852,1.0642512,1.0579102,2014-09-24 17:51:55.483
1.010626,1.0691515,1.0678424,1.0604494,2014-09-24 17:51:56.483
1.0100812,1.0674567,1.0649923,1.057825,2014-09-24 17:51:57.483
1.0089711,1.0678573,1.0662396,1.0585715,2014-09-24 17:51:58.483
1.0100859,1.0685989,1.0667794,1.059234,2014-09-24 17:51:59.483
1.0106642,1.069576,1.0681185,1.0592543,2014-09-24 17:52:00.483
1.0094842,1.0673653,1.066178,1.058161,2014-09-24 17:52:01.483
1.009137,1.0678496,1.0658844,1.0578976,2014-09-24 17:52:02.483
1.009555,1.0681244,1.0669783,1.0582491,2014-09-24 17:52:03.483
1.0085742,1.0681444,1.066583,1.0583618,2014-09-24 17:52:04.483
1.0084329,1.0684061,1.0669461,1.0591549,2014-09-24 17:52:05.483
1.007995,1.067093,1.065202,1.0575016,2014-09-24 17:52:06.483
1.0091742,1.0695186,1.0678778,1.0599755,2014-09-24 17:52:07.483
1.009275,1.0685241,1.0668198,1.0589654,2014-09-24 17:52:08.483
1.009977,1.0693848,1.0672492,1.0593888,2014-09-24 17:52:09.483
1.0100477,1.0693301,1.0670902,1.0592573,2014-09-24 17:52:10.483
1.0112281,1.0707077,1.068009,1.0606271,2014-09-24 17:52:11.483
1.0095476,1.069848,1.0666126,1.0591437,2014-09-24 17:52:12.483
1.0065285,1.0683808,1.0655794,1.0580616,2014-09-24 17:52:13.483
1.0096623,1.0693798,1.0650553,1.0572649,2014-09-24 17:52:14.483
1.0089914,1.0690992,1.065318,1.057677,2014-09-24 17:52:15.483
1.0079744,1.068641,1.0652298,1.0574962,2014-09-24 17:52:16.483
1.0076147,1.0692908,1.0655797,1.0577717,2014-09-24 17:52:17.483
1.009216,1.0695965,1.0660722,1.0579567,2014-09-24 17:52:18.483
1.0086948,1.0681117,1.0653387,1.0573133,2014-09-24 17:52:19.483
1.0087994,1.070174,1.0666567,1.0588244,2014-09-24 17:52:20.483
1.0090197,1.0702946,1.0668103,1.0588301,2014-09-24 17:52:21.483
1.0090532,1.0696702,1.0673668,1.0587463,2014-09-24 17:52:22.483
1.0093569,1.0694282,1.066665,1.0581728,2014-09-24 17:52:23.483
1.0093226,1.0700594,1.0678686,1.0586745,2014-09-24 17:52:24.483
1.010468,1.0714767,1.0686147,1.0592809,2014-09-24 17:52:25.483
1.0110092,1.0704395,1.0680392,1.0593027,2014-09-24 17:52:26.483
1.0088302,1.0697473,1.0683649,1.0584764,2014-09-24 17:52:27.483
1.0102237,1.0711493,1.0699946,1.0595746,2014-09-24 17:52:28.483
1.0089533,1.069823,1.0694963,1.0595818,2014-09-24 17:52:29.483
1.0101858,1.0718263,1.0719202,1.0606172,2014-09-24 17:52:30.483
1.0099919,1.0720417,1.0722519,1.0605105,2014-09-24 17:52:31.483
1.011529,1.0725943,1.0725119,1.0599853,2014-09-24 17:52:32.483
1.0099025,1.0714498,1.0721786,1.0591915,2014-09-24 17:52:33.483
1.0102204,1.072296,1.0729672,1.0602771,2014-09-24 17:52:34.483
1.0105602,1.0732434,1.0741758,1.0603669,2014-09-24 17:52:35.483
1.0091821,1.0711888,1.0715715,1.0585442,2014-09-24 17:52:36.483
1.0101397,1.0717174,1.0730996,1.0582436,2014-09-24 17:52:37.483
1.0102298,1.0733309,1.0734329,1.0596766,2014-09-24 17:52:38.483
1.0108137,1.0741005,1.0740777,1.0602881,2014-09-24 17:52:39.483
1.0105195,1.073847,1.0744267,1.0602282,2014-09-24 17:52:40.483
1.0101131,1.0750583,1.0737231,1.059682,2014-09-24 17:52:41.483
1.0111427,1.0761569,1.0743437,1.0590016,2014-09-24 17:52:42.483
1.0108453,1.0765376,1.074486,1.0604372,2014-09-24 17:52:43.483
1.0132296,1.077768,1.0736119,1.0589312,2014-09-24 17:52:44.483
1.0103323,1.0760137,1.0731086,1.0590322,2014-09-24 17:52:45.483
1.0110506,1.0771592,1.0756301,1.0603732,2014-09-24 17:52:46.483
1.0109389,1.0767198,1.0726925,1.0584708,2014-09-24 17:52:47.483
1.0111961,1.0774698,1.073391,1.0590832,2014-09-24 17:52:48.483
1.0124439,1.0796292,1.076028,1.0604678,2014-09-24 17:52:49.483
1.0104674,1.0777171,1.0750449,1.0585387,2014-09-24 17:52:50.483
1.0105938,1.0792,1.0765882,1.0602236,2014-09-24 17:52:51.483
1.0127062,1.082915,1.0795728,1.0621682,2014-09-24 17:52:52.483
1.0108712,1.0813173,1.0782336,1.0606836,2014-09-24 17:52:53.483
1.011663,1.0827516,1.0786668,1.0603293,2014-09-24 17:52:54.483
1.0127351,1.0846034,1.0803186,1.061276,2014-09-24 17:52:55.483
1.0111343,1.0835135,1.078329,1.0606141,2014-09-24 17:52:56.483
1.0115794,1.0830956,1.0780772,1.0601099,2014-09-24 17:52:57.483
1.0106268,1.0814147,1.0762848,1.0591868,2014-09-24 17:52:58.483
1.0106767,1.0807731,1.075429,1.0599676,2014-09-24 17:52:59.483
1.0115858,1.0825748,1.0782105,1.0623603,2014-09-24 17:53:00.483
1.0109844,1.0811338,1.0771592,1.0609987,2014-09-24 17:53:01.483
1.0112019,1.0802398,1.0765283,1.0604479,2014-09-24 17:53:02.483
1.0142124,1.0828353,1.0795559,1.062742,2014-09-24 17:53:03.483
1.0113815,1.079844,1.0760118,1.0602207,2014-09-24 17:53:04.483
1.0131844,1.0813329,1.0775654,1.061669,2014-09-24 17:53:05.483
1.0109018,1.0796866,1.0765109,1.0615917,2014-09-24 17:53:06.483
1.0108654,1.0781403,1.0747427,1.0588456,2014-09-24 17:53:07.483
1.0108911,1.0776148,1.0746979,1.0593755,2014-09-24 17:53:08.483
1.0130191,1.0801401,1.0772998,1.0616202,2014-09-24 17:53:09.483
1.0129046,1.0782037,1.0755702,1.0596335,2014-09-24 17:53:10.483
1.0128866,1.0784001,1.0760156,1.0608827,2014-09-24 17:53:11.483
1.0104673,1.0757118,1.0734842,1.05882,2014-09-24 17:53:12.483
1.0130558,1.078665,1.0764941,1.060427,2014-09-24 17:53:13.483
1.0122731,1.0777328,1.0753815,1.0620522,2014-09-24 17:53:14.483
1.013111,1.0767539,1.0741405,1.0588723,2014-09-24 17:53:15.483
1.0111784,1.0767953,1.074139,1.0606306,2014-09-24 17:53:16.483
1.0132028,1.0777621,1.075373,1.061044,2014-09-24 17:53:17.483
1.0115824,1.0770006,1.0751092,1.0618951,2014-09-24 17:53:18.483
1.0104475,1.075471,1.0733492,1.0601842,2014-09-24 17:53:19.483
1.011335,1.075738,1.0745956,1.0608934,2014-09-24 17:53:20.483
1.0130442,1.0768895,1.074695,1.0614606,2014-09-24 17:53:21.483
1.0124485,1.0764085,1.0747491,1.061527,2014-09-24 17:53:22.483
1.0126983,1.0762736,1.0744208,1.0610788,2014-09-24 17:53:23.483
1.0126488,1.0760565,1.0738707,1.0613143,2014-09-24 17:53:24.483
1.012789,1.0762217,1.0741571,1.0614971,2014-09-24 17:53:25.483
1.0110724,1.0753899,1.0737697,1.0616862,2014-09-24 17:53:26.483
1.010252,1.0739235,1.071751,1.0598159,2014-09-24 17:53:27.483
1.0126837,1.0742711,1.0716426,1.0602828,2014-09-24 17:53:28.483
1.0119123,1.0738285,1.0722177,1.0603524,2014-09-24 17:53:29.483
1.0131438,1.0747803,1.0723864,1.0610998,2014-09-24 17:53:30.483
1.0129162,1.0748401,1.0717161,1.0614643,2014-09-24 17:53:31.483
1.0119227,1.0742832,1.0722927,1.0612004,2014-09-24 17:53:32.483
1.0132356,1.074211,1.0714697,1.0613389,2014-09-24 17:53:33.483
1.0136255,1.0744667,1.072458,1.0622029,2014-09-24 17:53:34.483
1.0137349,1.0744597,1.0718709,1.0619215,2014-09-24 17:53:35.483
1.0136349,1.074269,1.0722059,1.0627942,2014-09-24 17:53:36.483
1.0123216,1.0738829,1.072246,1.0626785,2014-09-24 17:53:37.483
1.0146694,1.0746229,1.0725771,1.0626538,2014-09-24 17:53:38.483
1.0146524,1.075078,1.0734633,1.0639265,2014-09-24 17:53:39.483
1.0143728,1.074491,1.0727588,1.06249,2014-09-24 17:53:40.483
1.0137703,1.0737547,1.0717701,1.0620276,2014-09-24 17:53:41.483
1.0141944,1.0740695,1.0725529,1.0628991,2014-09-24 17:53:42.483
1.0149484,1.0743942,1.0734209,1.0640982,2014-09-24 17:53:43.483
1.015246,1.0741584,1.073311,1.0628282,2014-09-24 17:53:44.483
1.0136614,1.0736558,1.0724465,1.0630827,2014-09-24 17:53:45.483
1.014454,1.0737157,1.0720435,1.0620787,2014-09-24 17:53:46.483
1.0145693,1.0742207,1.0730896,1.0638117,2014-09-24 17:53:47.483
1.0120006,1.0722959,1.0711432,1.0623838,2014-09-24 17:53:48.483
1.0145997,1.0741057,1.0725186,1.0627282,2014-09-24 17:53:49.483
