sp_I_10,fA_I_10,fB_I_10,qs_I_10,time_10
1.0144653,1.0733886,1.0720738,1.0626168,2014-09-24 17:53:50.483
1.01531,1.0752027,1.073186,1.0642366,2014-09-24 17:53:51.483
1.013453,1.074405,1.0725285,1.0627269,2014-09-24 17:53:52.483
1.0135912,1.0734098,1.0718838,1.0627714,2014-09-24 17:53:53.483
1.0140234,1.0739157,1.0719926,1.0630826,2014-09-24 17:53:54.483
1.0149307,1.0737561,1.0720538,1.062585,2014-09-24 17:53:55.483
1.0127602,1.0731473,1.0714893,1.0631719,2014-09-24 17:53:56.483
1.0152185,1.0762141,1.0744543,1.0653968,2014-09-24 17:53:57.483
1.0162085,1.0751767,1.0728414,1.0640292,2014-09-24 17:53:58.483
1.0163512,1.0759706,1.0742527,1.0643289,2014-09-24 17:53:59.483
1.0146562,1.0734934,1.070367,1.0625486,2014-09-24 17:54:00.483
1.014995,1.0742717,1.0718042,1.0638658,2014-09-24 17:54:01.483
1.0167766,1.0751734,1.0721582,1.0632846,2014-09-24 17:54:02.483
1.014027,1.075069,1.0719365,1.063063,2014-09-24 17:54:03.483
1.0153592,1.0760906,1.0731317,1.0654007,2014-09-24 17:54:04.483
1.0158446,1.0754081,1.0717468,1.063468,2014-09-24 17:54:05.483
1.0153002,1.0749776,1.0718273,1.0639182,2014-09-24 17:54:06.483
1.015185,1.0738713,1.0707343,1.0617831,2014-09-24 17:54:07.483
1.0157017,1.0747297,1.0709128,1.0637459,2014-09-24 17:54:08.483
1.0157411,1.0751277,1.0718292,1.0637618,2014-09-24 17:54:09.483
1.016604,1.0749673,1.0715197,1.0637262,2014-09-24 17:54:10.483
1.0164475,1.0749719,1.0714047,1.0630293,2014-09-24 17:54:11.483
1.0180322,1.0763177,1.0728759,1.0649182,2014-09-24 17:54:12.483
1.0147812,1.0747689,1.0716755,1.0644038,2014-09-24 17:54:13.483
1.0154487,1.0755373,1.0723048,1.0647824,2014-09-24 17:54:14.483
1.0152138,1.0735298,1.0699718,1.0621067,2014-09-24 17:54:15.483
1.0160899,1.0747797,1.0715847,1.0636837,2014-09-24 17:54:16.483
1.0158112,1.0752659,1.0719378,1.0643377,2014-09-24 17:54:17.483
1.0161315,1.0750391,1.0719987,1.0640223,2014-09-24 17:54:18.483
1.0159457,1.0758643,1.0720185,1.0634176,2014-09-24 17:54:19.483
1.0158972,1.0743926,1.0708828,1.0631504,2014-09-24 17:54:20.483
1.0179381,1.0768414,1.0728925,1.0644417,2014-09-24 17:54:21.483
1.0157772,1.0746832,1.0710946,1.0644699,2014-09-24 17:54:22.483
1.015805,1.0749264,1.0708804,1.0630394,2014-09-24 17:54:23.483
1.0153419,1.0749066,1.0714613,1.0636466,2014-09-24 17:54:24.483
1.0156496,1.0739772,1.0712111,1.0641466,2014-09-24 17:54:25.483
1.0148803,1.073515,1.0704216,1.0630978,2014-09-24 17:54:26.483
1.0163441,1.0744792,1.0704308,1.0628841,2014-09-24 17:54:27.483
1.0149956,1.0749004,1.0710698,1.063787,2014-09-24 17:54:28.483
1.0159997,1.0747228,1.0710181,1.0629934,2014-09-24 17:54:29.483
1.0137821,1.0723464,1.0688108,1.06153,2014-09-24 17:54:30.483
1.012962,1.0730288,1.0697439,1.0629735,2014-09-24 17:54:31.483
1.0143878,1.073972,1.0698766,1.0625243,2014-09-24 17:54:32.483
1.0150937,1.0746195,1.0704011,1.0630009,2014-09-24 17:54:33.483
1.0130908,1.0732569,1.0689062,1.0611916,2014-09-24 17:54:34.483
1.0117563,1.0714016,1.0675036,1.0610557,2014-09-24 17:54:35.483
1.0146028,1.0730058,1.0686345,1.061254,2014-09-24 17:54:36.483
1.0135535,1.0728302,1.0695579,1.0628328,2014-09-24 17:54:37.483
1.0139931,1.0723228,1.0690142,1.0623399,2014-09-24 17:54:38.483
1.0134221,1.0728099,1.0683123,1.0610433,2014-09-24 17:54:39.483
1.015037,1.0736988,1.0690066,1.0623878,2014-09-24 17:54:40.483
1.015155,1.073714,1.0688603,1.0621389,2014-09-24 17:54:41.483
1.0135316,1.0721153,1.0675007,1.0613086,2014-09-24 17:54:42.483
1.0134892,1.0718937,1.067896,1.0611609,2014-09-24 17:54:43.483
1.0132328,1.0722595,1.0685366,1.0630883,2014-09-24 17:54:44.483
1.0120528,1.0706664,1.0668495,1.0612702,2014-09-24 17:54:45.483
1.013626,1.0722485,1.0672647,1.0610675,2014-09-24 17:54:46.483
1.0134835,1.0720074,1.0674512,1.0616373,2014-09-24 17:54:47.483
1.0122281,1.0714949,1.0675141,1.0617484,2014-09-24 17:54:48.483
1.0108039,1.0699431,1.0659988,1.060417,2014-09-24 17:54:49.483
1.0136766,1.0722096,1.0678939,1.0623856,2014-09-24 17:54:50.483
1.0128796,1.0726041,1.0680779,1.0628128,2014-09-24 17:54:51.483
1.0127068,1.0708994,1.0673625,1.0622345,2014-09-24 17:54:52.483
1.0120217,1.0707954,1.0657905,1.0604776,2014-09-24 17:54:53.483
1.0112981,1.0701529,1.0660588,1.0604153,2014-09-24 17:54:54.483
1.0123458,1.0714468,1.067314,1.061658,2014-09-24 17:54:55.483
1.0106176,1.0699083,1.0655531,1.060396,2014-09-24 17:54:56.483
1.0116408,1.0696088,1.0645132,1.059884,2014-09-24 17:54:57.483
1.0110381,1.069431,1.0649011,1.059979,2014-09-24 17:54:58.483
1.0118275,1.0701288,1.0659925,1.0604584,2014-09-24 17:54:59.483
1.0119627,1.0717638,1.0675253,1.0623168,2014-09-24 17:55:00.483
1.0117091,1.0709488,1.0669361,1.0616028,2014-09-24 17:55:01.483
1.0109496,1.0706028,1.0665956,1.0609332,2014-09-24 17:55:02.483
1.0106009,1.068807,1.0644066,1.0590458,2014-09-24 17:55:03.483
1.0108656,1.0695641,1.0648329,1.059724,2014-09-24 17:55:04.483
1.0125309,1.0712093,1.0668399,1.0618918,2014-09-24 17:55:05.483
1.0128895,1.0712523,1.0665648,1.0611268,2014-09-24 17:55:06.483
1.0122166,1.0717156,1.0671986,1.0622554,2014-09-24 17:55:07.483
1.0144609,1.071361,1.0657971,1.0607992,2014-09-24 17:55:08.483
1.0134389,1.0727108,1.067654,1.0622928,2014-09-24 17:55:09.483
1.0122255,1.0704424,1.0660393,1.0606445,2014-09-24 17:55:10.483
1.0117936,1.0704815,1.0661818,1.0608832,2014-09-24 17:55:11.483
1.0113314,1.0700934,1.0662302,1.0618244,2014-09-24 17:55:12.483
1.010018,1.0672777,1.0636146,1.058834,2014-09-24 17:55:13.483
1.0130131,1.0711572,1.0667698,1.061429,2014-09-24 17:55:14.483
1.0125477,1.0710366,1.0673063,1.0626333,2014-09-24 17:55:15.483
1.0106999,1.0689931,1.0643237,1.0600809,2014-09-24 17:55:16.483
1.0114869,1.0703483,1.0659603,1.0617082,2014-09-24 17:55:17.483
1.0130906,1.0709238,1.0665671,1.0635281,2014-09-24 17:55:18.483
1.0125144,1.0700116,1.0658494,1.0614126,2014-09-24 17:55:19.483
1.0138508,1.0706177,1.0658457,1.0614743,2014-09-24 17:55:20.483
1.0133787,1.0717754,1.0670584,1.0627874,2014-09-24 17:55:21.483
1.0131937,1.07162,1.0672668,1.0627762,2014-09-24 17:55:22.483
1.0149173,1.0737691,1.0689164,1.0637668,2014-09-24 17:55:23.483
1.0133675,1.0707471,1.0659726,1.0616835,2014-09-24 17:55:24.483
1.0124297,1.0703654,1.0660983,1.0622385,2014-09-24 17:55:25.483
1.0129668,1.0704618,1.065993,1.0616301,2014-09-24 17:55:26.483
1.0119576,1.0702894,1.0664052,1.062638,2014-09-24 17:55:27.483
1.0134408,1.071415,1.0668442,1.0624373,2014-09-24 17:55:28.483
1.0121483,1.0712851,1.0670215,1.0630692,2014-09-24 17:55:29.483
1.0134114,1.0709916,1.0660702,1.0617973,2014-09-24 17:55:30.483
1.0121915,1.071073,1.0667198,1.0625668,2014-09-24 17:55:31.483
1.0131196,1.0716832,1.0667264,1.0626776,2014-09-24 17:55:32.483
1.0124683,1.0711647,1.0665567,1.0625592,2014-09-24 17:55:33.483
1.0133852,1.071611,1.0667199,1.0629498,2014-09-24 17:55:34.483
1.0117686,1.069911,1.0657307,1.0620304,2014-09-24 17:55:35.483
1.0126654,1.0713007,1.0667636,1.0627885,2014-09-24 17:55:36.483
1.0123274,1.0711392,1.0660251,1.062143,2014-09-24 17:55:37.483
1.0136186,1.0716497,1.0670704,1.0626035,2014-09-24 17:55:38.483
1.0111963,1.0701036,1.065735,1.0617403,2014-09-24 17:55:39.483
1.0140768,1.0722696,1.0674431,1.0635118,2014-09-24 17:55:40.483
1.013561,1.0724332,1.0676203,1.063619,2014-09-24 17:55:41.483
1.0144879,1.0722237,1.067684,1.0628678,2014-09-24 17:55:42.483
1.0141578,1.0723724,1.0673536,1.0638897,2014-09-24 17:55:43.483
1.0143186,1.0715581,1.067017,1.0638692,2014-09-24 17:55:44.483
1.0125277,1.071002,1.0663655,1.0636126,2014-09-24 17:55:45.483
1.014278,1.0725853,1.0681492,1.0635451,2014-09-24 17:55:46.483
1.0148698,1.0729451,1.0681955,1.064764,2014-09-24 17:55:47.483
1.0154357,1.0738115,1.0688075,1.0653034,2014-09-24 17:55:48.483
1.0148968,1.0742074,1.0695152,1.0657487,2014-09-24 17:55:49.483
1.0148668,1.0744878,1.070549,1.0661051,2014-09-24 17:55:50.483
1.0149187,1.0737078,1.0689216,1.0648518,2014-09-24 17:55:51.483
1.0152711,1.0742744,1.069203,1.0651221,2014-09-24 17:55:52.483
1.0139837,1.0734344,1.0679396,1.0641159,2014-09-24 17:55:53.483
1.0131799,1.0727338,1.0674365,1.0636219,2014-09-24 17:55:54.483
1.012393,1.0719595,1.0664382,1.0635589,2014-09-24 17:55:55.483
1.0121574,1.0721288,1.0668277,1.0634744,2014-09-24 17:55:56.483
1.0139358,1.0725117,1.0671233,1.0633937,2014-09-24 17:55:57.483
1.0117651,1.071454,1.0661371,1.0627236,2014-09-24 17:55:58.483
1.0104722,1.0704513,1.0649389,1.0615556,2014-09-24 17:55:59.483
1.0123094,1.0704949,1.0650427,1.0623972,2014-09-24 17:56:00.483
1.011393,1.0705862,1.065882,1.0622405,2014-09-24 17:56:01.483
1.0112743,1.0707831,1.0647775,1.0617628,2014-09-24 17:56:02.483
1.0126958,1.0710579,1.065653,1.063026,2014-09-24 17:56:03.483
1.012979,1.0726691,1.0667555,1.0637375,2014-09-24 17:56:04.483
1.0123742,1.0711397,1.0656865,1.0629821,2014-09-24 17:56:05.483
1.0114979,1.0719724,1.0658246,1.062612,2014-09-24 17:56:06.483
1.0119758,1.0708101,1.0645704,1.0619128,2014-09-24 17:56:07.483
1.012523,1.0715325,1.065401,1.0638262,2014-09-24 17:56:08.483
1.0124258,1.0718238,1.0656949,1.063497,2014-09-24 17:56:09.483
1.0128796,1.0713975,1.0649211,1.0625184,2014-09-24 17:56:10.483
1.011643,1.0705931,1.0644953,1.0619131,2014-09-24 17:56:11.483
1.0144951,1.0720577,1.0664866,1.0630894,2014-09-24 17:56:12.483
1.013583,1.0721158,1.0659963,1.0634266,2014-09-24 17:56:13.483
1.012372,1.071823,1.0651742,1.0626122,2014-09-24 17:56:14.483
1.0110943,1.0700998,1.0641382,1.0616572,2014-09-24 17:56:15.483
1.0145161,1.0728507,1.0665324,1.0632887,2014-09-24 17:56:16.483
1.0129771,1.0716021,1.0656757,1.0629915,2014-09-24 17:56:17.483
1.0159519,1.0732985,1.0677501,1.0641905,2014-09-24 17:56:18.483
1.0137498,1.0722412,1.0665398,1.0634472,2014-09-24 17:56:19.483
1.0130218,1.0715587,1.0666225,1.0629065,2014-09-24 17:56:20.483
1.013359,1.073206,1.0675461,1.0645919,2014-09-24 17:56:21.483
1.0136429,1.0718699,1.0662798,1.0636594,2014-09-24 17:56:22.483
1.0129642,1.0719261,1.0653286,1.062096,2014-09-24 17:56:23.483
1.0136656,1.0729398,1.0670536,1.0637434,2014-09-24 17:56:24.483
1.0132477,1.0715808,1.0655912,1.0629258,2014-09-24 17:56:25.483
1.0118456,1.070641,1.0643017,1.0616021,2014-09-24 17:56:26.483
1.0119444,1.0703709,1.0643238,1.0611387,2014-09-24 17:56:27.483
1.0128866,1.0703359,1.0645342,1.0623239,2014-09-24 17:56:28.483
1.0120515,1.0700808,1.0645498,1.0619407,2014-09-24 17:56:29.483
1.0120637,1.0702662,1.0645581,1.0617675,2014-09-24 17:56:30.483
1.0111396,1.069361,1.0643523,1.0612543,2014-09-24 17:56:31.483
1.0099521,1.0698826,1.064011,1.0621686,2014-09-24 17:56:32.483
1.011429,1.0702952,1.0644529,1.0617017,2014-09-24 17:56:33.483
1.0111749,1.0699136,1.0644553,1.0619781,2014-09-24 17:56:34.483
1.013255,1.0713032,1.0649835,1.0617502,2014-09-24 17:56:35.483
1.0095563,1.0686371,1.0628259,1.0608555,2014-09-24 17:56:36.483
1.012187,1.0703738,1.0644454,1.0627295,2014-09-24 17:56:37.483
1.0119859,1.0704993,1.0643641,1.0620153,2014-09-24 17:56:38.483
1.0125886,1.0700712,1.0652343,1.0617118,2014-09-24 17:56:39.483
1.0125146,1.0692596,1.0639937,1.0613257,2014-09-24 17:56:40.483
1.0131234,1.0709798,1.0653156,1.063129,2014-09-24 17:56:41.483
1.0117656,1.0698304,1.0639017,1.0610362,2014-09-24 17:56:42.483
1.013966,1.0707574,1.0659416,1.0635549,2014-09-24 17:56:43.483
1.0133382,1.0711982,1.0652177,1.0629988,2014-09-24 17:56:44.483
1.0136218,1.0712541,1.0664209,1.0634671,2014-09-24 17:56:45.483
1.0129907,1.0705203,1.0652186,1.0630617,2014-09-24 17:56:46.483
1.0143205,1.0715728,1.0660205,1.0630066,2014-09-24 17:56:47.483
1.0128754,1.0697225,1.0652059,1.0618558,2014-09-24 17:56:48.483
1.0128484,1.0716264,1.0653718,1.0626676,2014-09-24 17:56:49.483
1.0136967,1.0722039,1.0671979,1.0633719,2014-09-24 17:56:50.483
1.0126772,1.0701122,1.0652819,1.0620189,2014-09-24 17:56:51.483
1.0124997,1.0709076,1.0653976,1.0623791,2014-09-24 17:56:52.483
1.0123297,1.0707988,1.0664657,1.0636486,2014-09-24 17:56:53.483
1.0118138,1.0707697,1.065234,1.0627978,2014-09-24 17:56:54.483
1.0120456,1.0705546,1.0658723,1.0629553,2014-09-24 17:56:55.483
1.0119175,1.0705818,1.0655575,1.0631292,2014-09-24 17:56:56.483
1.0143315,1.0721815,1.0670002,1.0636382,2014-09-24 17:56:57.483
1.0140233,1.0727417,1.0673668,1.0640934,2014-09-24 17:56:58.483
1.0123441,1.0701501,1.0655531,1.0624315,2014-09-24 17:56:59.483
1.0127313,1.0713325,1.0663502,1.0631473,2014-09-24 17:57:00.483
1.0118433,1.0702457,1.0654887,1.0626448,2014-09-24 17:57:01.483
1.0129331,1.0709226,1.0667025,1.0643564,2014-09-24 17:57:02.483
1.0147551,1.0726469,1.0673614,1.0637705,2014-09-24 17:57:03.483
1.0129154,1.0705045,1.0656437,1.0627563,2014-09-24 17:57:04.483
1.0126662,1.0718179,1.066829,1.0635859,2014-09-24 17:57:05.483
1.0133685,1.0714347,1.0670973,1.0636611,2014-09-24 17:57:06.483
1.0147445,1.0718174,1.0676155,1.0650805,2014-09-24 17:57:07.483
1.0148569,1.0735404,1.0688101,1.0655054,2014-09-24 17:57:08.483
1.0148942,1.0730033,1.0680674,1.0651174,2014-09-24 17:57:09.483
1.0151027,1.0723106,1.0676687,1.0638595,2014-09-24 17:57:10.483
1.0171261,1.0719934,1.0671438,1.0648855,2014-09-24 17:57:11.483
1.0159101,1.0729058,1.0683132,1.0659577,2014-09-24 17:57:12.483
1.0165476,1.0738597,1.0696698,1.0662125,2014-09-24 17:57:13.483
1.0160129,1.0729101,1.0684723,1.0647163,2014-09-24 17:57:14.483
1.0131563,1.0711193,1.0676272,1.0640497,2014-09-24 17:57:15.483
1.0156084,1.0725974,1.0686034,1.0644852,2014-09-24 17:57:16.483
1.0156175,1.072843,1.0683368,1.06455,2014-09-24 17:57:17.483
1.0144871,1.0721637,1.0674447,1.06403,2014-09-24 17:57:18.483
1.0142106,1.0725418,1.0682629,1.0648634,2014-09-24 17:57:19.483
1.0154929,1.0731187,1.0684339,1.0648323,2014-09-24 17:57:20.483
1.0150058,1.0724475,1.0681024,1.0649256,2014-09-24 17:57:21.483
1.017252,1.0737264,1.0692819,1.0662577,2014-09-24 17:57:22.483
1.015369,1.0720329,1.0680867,1.0645272,2014-09-24 17:57:23.483
1.0166527,1.0730734,1.0690234,1.0655615,2014-09-24 17:57:24.483
1.0149508,1.071569,1.0682875,1.0639647,2014-09-24 17:57:25.483
1.0140972,1.0719059,1.0679061,1.0647289,2014-09-24 17:57:26.483
1.0156369,1.0733342,1.0687304,1.0653019,2014-09-24 17:57:27.483
1.0167114,1.0718069,1.0674747,1.0641289,2014-09-24 17:57:28.483
1.0153329,1.0724843,1.0683897,1.0645454,2014-09-24 17:57:29.483
1.014536,1.0713748,1.0676779,1.0638406,2014-09-24 17:57:30.483
1.0145539,1.0720291,1.0688602,1.0649108,2014-09-24 17:57:31.483
1.0168413,1.0741141,1.0709059,1.0662348,2014-09-24 17:57:32.483
1.0141399,1.0710576,1.0682114,1.0641813,2014-09-24 17:57:33.483
1.0147297,1.0724819,1.0685194,1.0652843,2014-09-24 17:57:34.483
1.0165676,1.0734444,1.0698513,1.065853,2014-09-24 17:57:35.483
1.017598,1.0717888,1.0682148,1.0645522,2014-09-24 17:57:36.483
1.0149543,1.0723456,1.0678519,1.0645608,2014-09-24 17:57:37.483
1.0146421,1.0722455,1.0681694,1.0650485,2014-09-24 17:57:38.483
1.0157781,1.0730722,1.0688028,1.0654615,2014-09-24 17:57:39.483
1.0161165,1.0730873,1.068833,1.0653448,2014-09-24 17:57:40.483
1.0144365,1.0717779,1.0676547,1.0640031,2014-09-24 17:57:41.483
1.0150743,1.07212,1.0679395,1.0648859,2014-09-24 17:57:42.483
1.0146834,1.0725095,1.0690477,1.0661721,2014-09-24 17:57:43.483
1.0158792,1.0725567,1.069267,1.0655956,2014-09-24 17:57:44.483
1.0144886,1.0711199,1.0677526,1.064079,2014-09-24 17:57:45.483
1.0137893,1.070506,1.0673357,1.0646967,2014-09-24 17:57:46.483
1.0152212,1.0717237,1.0692914,1.0659467,2014-09-24 17:57:47.483
1.0169374,1.0732017,1.0695909,1.0660517,2014-09-24 17:57:48.483
1.0139173,1.0707225,1.0671557,1.0635556,2014-09-24 17:57:49.483
1.0167172,1.0722914,1.0694741,1.0656042,2014-09-24 17:57:50.483
1.0145171,1.0706565,1.0680963,1.0641348,2014-09-24 17:57:51.483
1.0168626,1.0714486,1.0683144,1.0638169,2014-09-24 17:57:52.483
1.0151285,1.0714004,1.0674363,1.064226,2014-09-24 17:57:53.483
1.0159339,1.0711364,1.0684222,1.064006,2014-09-24 17:57:54.483
1.0151277,1.0701437,1.0668061,1.0638651,2014-09-24 17:57:55.483
1.0148416,1.0719703,1.0689656,1.0650433,2014-09-24 17:57:56.483
1.0137999,1.0697985,1.06582,1.063146,2014-09-24 17:57:57.483
1.0187234,1.0734622,1.0689615,1.0660956,2014-09-24 17:57:58.483
1.0153513,1.0714042,1.0681337,1.0643597,2014-09-24 17:57:59.483
1.0151994,1.0721917,1.0683671,1.0652806,2014-09-24 17:58:00.483
1.0152887,1.0719275,1.0696577,1.0656253,2014-09-24 17:58:01.483
1.0144067,1.0706521,1.067645,1.063809,2014-09-24 17:58:02.483
1.0175664,1.0726726,1.0689316,1.0656195,2014-09-24 17:58:03.483
1.0153174,1.0705544,1.0677531,1.0644469,2014-09-24 17:58:04.483
1.0182225,1.0726843,1.0689863,1.0652686,2014-09-24 17:58:05.483
1.0168316,1.0719323,1.0690246,1.0652264,2014-09-24 17:58:06.483
1.0169821,1.0723939,1.0689157,1.0651914,2014-09-24 17:58:07.483
1.0166638,1.073023,1.0692903,1.0662884,2014-09-24 17:58:08.483
1.015524,1.0717603,1.069269,1.0657932,2014-09-24 17:58:09.483
1.0157568,1.0708694,1.0683037,1.064039,2014-09-24 17:58:10.483
1.0156842,1.0703948,1.0670515,1.0638081,2014-09-24 17:58:11.483
1.0170262,1.0727806,1.0698318,1.0662221,2014-09-24 17:58:12.483
1.0174335,1.0730507,1.0707133,1.0662961,2014-09-24 17:58:13.483
1.0169768,1.0720912,1.0703404,1.0656109,2014-09-24 17:58:14.483
1.0163413,1.0713913,1.0690619,1.0648959,2014-09-24 17:58:15.483
1.0159976,1.0717738,1.0689182,1.0650675,2014-09-24 17:58:16.483
1.0160104,1.0710386,1.0685982,1.0649045,2014-09-24 17:58:17.483
1.0153427,1.0708227,1.0686308,1.0643561,2014-09-24 17:58:18.483
1.015851,1.0711418,1.0680039,1.0641013,2014-09-24 17:58:19.483
1.0165685,1.0718126,1.0687654,1.0651083,2014-09-24 17:58:20.483
1.0151145,1.0702466,1.0675968,1.0641915,2014-09-24 17:58:21.483
1.0180335,1.0725248,1.0696793,1.0651761,2014-09-24 17:58:22.483
1.017319,1.0725926,1.0713606,1.0665213,2014-09-24 17:58:23.483
1.0154278,1.0707161,1.0685656,1.0642275,2014-09-24 17:58:24.483
1.0172422,1.0715661,1.0692087,1.0654867,2014-09-24 17:58:25.483
1.0172246,1.0722814,1.070638,1.0663527,2014-09-24 17:58:26.483
1.0158454,1.0714788,1.0692911,1.0659077,2014-09-24 17:58:27.483
1.0163695,1.0712702,1.0687267,1.0643598,2014-09-24 17:58:28.483
1.0164247,1.0712357,1.0690054,1.0655558,2014-09-24 17:58:29.483
1.0198083,1.0737604,1.070522,1.0650163,2014-09-24 17:58:30.483
1.0162557,1.0705049,1.0683516,1.0646076,2014-09-24 17:58:31.483
1.0154328,1.069556,1.0671053,1.0628362,2014-09-24 17:58:32.483
1.0164938,1.0726007,1.0694332,1.063826,2014-09-24 17:58:33.483
1.0159763,1.0704498,1.0680128,1.0639993,2014-09-24 17:58:34.483
1.0178307,1.0721142,1.069426,1.0650079,2014-09-24 17:58:35.483
1.0158536,1.0705307,1.0680001,1.0645204,2014-09-24 17:58:36.483
1.0151664,1.0706277,1.0677946,1.0645428,2014-09-24 17:58:37.483
1.0166028,1.0706818,1.0683708,1.0645766,2014-09-24 17:58:38.483
1.0180207,1.0710225,1.0667216,1.0632098,2014-09-24 17:58:39.483
1.0161585,1.0716401,1.0688066,1.0641326,2014-09-24 17:58:40.483
1.016893,1.0712159,1.0681838,1.0648907,2014-09-24 17:58:41.483
1.0177665,1.0713718,1.0684198,1.0646029,2014-09-24 17:58:42.483
1.0168556,1.0700815,1.0674316,1.0643243,2014-09-24 17:58:43.483
1.0158641,1.0696309,1.0659938,1.062584,2014-09-24 17:58:44.483
1.0165968,1.0717101,1.0688235,1.0651815,2014-09-24 17:58:45.483
1.0167253,1.0706186,1.0670191,1.0645024,2014-09-24 17:58:46.483
1.0161167,1.071106,1.0676118,1.0644326,2014-09-24 17:58:47.483
1.0157984,1.0708561,1.0676994,1.0643673,2014-09-24 17:58:48.483
1.0161773,1.0716262,1.0677787,1.0636075,2014-09-24 17:58:49.483
1.0143546,1.0696764,1.0658904,1.0632505,2014-09-24 17:58:50.483
1.0176525,1.0721446,1.0683215,1.0645843,2014-09-24 17:58:51.483
1.0173333,1.0722556,1.0687051,1.0659311,2014-09-24 17:58:52.483
1.018052,1.0728947,1.0688361,1.0657191,2014-09-24 17:58:53.483
1.017326,1.0724121,1.0684236,1.0651073,2014-09-24 17:58:54.483
1.018568,1.0716298,1.0687364,1.065003,2014-09-24 17:58:55.483
1.018192,1.0721185,1.0690671,1.0654428,2014-09-24 17:58:56.483
1.0161104,1.0708011,1.0684856,1.0648487,2014-09-24 17:58:57.483
1.0181909,1.0713155,1.0687325,1.0647463,2014-09-24 17:58:58.483
1.0171548,1.071175,1.067694,1.0636526,2014-09-24 17:58:59.483
1.0171274,1.0710763,1.0682967,1.0636806,2014-09-24 17:59:00.483
1.0165056,1.0697606,1.0673214,1.0635027,2014-09-24 17:59:01.483
1.0184928,1.0720077,1.069382,1.0657846,2014-09-24 17:59:02.483
1.0172049,1.0710039,1.0680456,1.0633079,2014-09-24 17:59:03.483
1.0178913,1.0715513,1.0684583,1.0649363,2014-09-24 17:59:04.483
1.0180006,1.0720322,1.0687981,1.064857,2014-09-24 17:59:05.483
1.0183359,1.0719634,1.0689126,1.0645552,2014-09-24 17:59:06.483
1.0183666,1.0715164,1.0684923,1.06511,2014-09-24 17:59:07.483
1.0186644,1.0720654,1.0689962,1.0646316,2014-09-24 17:59:08.483
1.0178838,1.0712371,1.0682871,1.0642109,2014-09-24 17:59:09.483
1.0177001,1.0716012,1.0684011,1.0649005,2014-09-24 17:59:10.483
1.0187017,1.072392,1.0694143,1.0655358,2014-09-24 17:59:11.483
1.0185213,1.0715976,1.0684016,1.0648316,2014-09-24 17:59:12.483
1.018827,1.072545,1.069631,1.0663012,2014-09-24 17:59:13.483
1.0182407,1.0716343,1.068505,1.0652896,2014-09-24 17:59:14.483
1.0183862,1.0714288,1.0679556,1.0642877,2014-09-24 17:59:15.483
1.0166438,1.0711722,1.0683397,1.0631254,2014-09-24 17:59:16.483
1.0190088,1.0732253,1.0706567,1.0666339,2014-09-24 17:59:17.483
1.0181471,1.0715451,1.0678098,1.0643618,2014-09-24 17:59:18.483
1.0180912,1.0714447,1.0681362,1.0649283,2014-09-24 17:59:19.483
1.017795,1.0717039,1.0681009,1.0642048,2014-09-24 17:59:20.483
1.0183643,1.0710044,1.0673904,1.0644205,2014-09-24 17:59:21.483
1.0173382,1.0722923,1.068836,1.0652795,2014-09-24 17:59:22.483
1.0174834,1.0722034,1.0689272,1.0650713,2014-09-24 17:59:23.483
1.0175169,1.0714259,1.0684264,1.06485,2014-09-24 17:59:24.483
1.0170565,1.0722038,1.0692576,1.0653832,2014-09-24 17:59:25.483
1.0184157,1.0720872,1.0689801,1.065592,2014-09-24 17:59:26.483
1.0179399,1.0718118,1.068784,1.0644537,2014-09-24 17:59:27.483
1.0185721,1.072177,1.0682801,1.0644034,2014-09-24 17:59:28.483
1.0166394,1.070713,1.0674099,1.0637332,2014-09-24 17:59:29.483
1.0174727,1.071773,1.068306,1.0652393,2014-09-24 17:59:30.483
1.0174026,1.072007,1.0686978,1.0653647,2014-09-24 17:59:31.483
1.0191208,1.0730608,1.0697302,1.0659529,2014-09-24 17:59:32.483
1.0192089,1.0727232,1.0691156,1.0658703,2014-09-24 17:59:33.483
1.0186614,1.0725449,1.0690259,1.0657771,2014-09-24 17:59:34.483
1.0172662,1.0705597,1.0671735,1.0634413,2014-09-24 17:59:35.483
1.0173763,1.070775,1.0674326,1.0637794,2014-09-24 17:59:36.483
1.0190765,1.073125,1.0699751,1.0660985,2014-09-24 17:59:37.483
1.0174607,1.0707071,1.067468,1.0637246,2014-09-24 17:59:38.483
1.017724,1.0709621,1.0677742,1.0636935,2014-09-24 17:59:39.483
1.0172769,1.0701038,1.0666492,1.0632404,2014-09-24 17:59:40.483
1.0179281,1.0716381,1.0685914,1.0650626,2014-09-24 17:59:41.483
1.0173987,1.0703574,1.0674293,1.063814,2014-09-24 17:59:42.483
1.0192174,1.0725298,1.0689013,1.0652508,2014-09-24 17:59:43.483
1.0179125,1.0716152,1.0688165,1.0648416,2014-09-24 17:59:44.483
1.0172145,1.0706372,1.0676363,1.0635715,2014-09-24 17:59:45.483
1.0161676,1.0703318,1.0679312,1.0640608,2014-09-24 17:59:46.483
1.0194489,1.0728781,1.069182,1.0656726,2014-09-24 17:59:47.483
1.0175418,1.071018,1.0680066,1.0646278,2014-09-24 17:59:48.483
1.0177872,1.0714147,1.0678937,1.0643202,2014-09-24 17:59:49.483
1.0183543,1.0723426,1.0696766,1.066089,2014-09-24 17:59:50.483
1.0165294,1.0711719,1.0692304,1.0656903,2014-09-24 17:59:51.483
